AIRPORT_NAME,AIRPORT_ZIP_CODE,DEPARTURE_CODE,DOMESTIC_CODE,TICKETS_SOLD,TAIL_NUMBER,PLANE_MODEL,DESTINATION_CODE,DEPARTING_DELAY,SCHEDULED_DEPARTURE_UTC
Seattle–Tacoma International Airport,98158,SEA,DLTA,125,#K542GUV,Boeing 737 MAX,IAH,0,2024-07-08 16:33:00.000
Phoenix Sky Harbor International Airport,85034,PHX,AA,284,#T399BWL,Boeing 747,LAS,0,2024-07-08 16:36:00.000
Harry Reid International Airport,89119,LAS,UA,130,#U063XSU,Airbus A320neo,MIA,0,2024-07-08 16:37:00.000
Los Angeles International Airport,90045,LAX,DLTA,114,#E397BDW,Boeing 737 MAX,DFW,0,2024-07-08 16:38:00.000
Logan International Airport,02128,BOS,DLTA,297,#G466WMA,Airbus A340,DFW,0,2024-07-08 16:38:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,DLTA,133,#U411BHE,Airbus A320neo,DEN,0,2024-07-08 16:38:00.000
Orlando International Airport,32827,MCO,DLTA,210,#I723HSH,Airbus A330,CLT,0,2024-07-08 16:39:00.000
George Bush Intercontinental Airport,77032,IAH,AA,346,#U228QBA,Airbus A380,SFO,0,2024-07-08 16:41:00.000
Charlotte Douglas International Airport,28208,CLT,UA,142,#T222KKK,Airbus A320neo,IAH,0,2024-07-08 16:44:00.000
Newark Liberty International Airport,07114,EWR,DLTA,227,#Z736YSQ,Airbus A350,DEN,0,2024-07-08 16:44:00.000
Denver International Airport,80249,DEN,UA,102,#E543LSH,Boeing 737,SFO,0,2024-07-08 16:48:00.000
San Francisco International Airport,94128,SFO,DLTA,299,#F800AHD,Boeing 777,ORD,0,2024-07-08 16:49:00.000
John F. Kennedy International Airport,11430,JFK,DLTA,284,#Y940PYS,Boeing 777,MSP,0,2024-07-08 16:49:00.000
O'Hare International Airport,60666,ORD,UA,236,#N180JSV,Airbus A330,EWR,0,2024-07-08 16:53:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,AA,100,#T572NMI,Boeing 737,DEN,0,2024-07-08 16:54:00.000
Miami International Airport,33126,MIA,UA,108,#F821MEL,Airbus A320,ATL,0,2024-07-08 16:55:00.000
Orlando International Airport,32827,MCO,DLTA,340,#X069DIY,Boeing 747,IAH,0,2024-07-08 17:34:00.000
Dallas/Fort Worth International Airport,75261,DFW,DLTA,468,#L299GMQ,Airbus A380,LAX,0,2024-07-08 17:35:00.000
Charlotte Douglas International Airport,28208,CLT,DLTA,264,#A127PQN,Boeing 777,SEA,0,2024-07-08 17:35:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,DLTA,294,#X165ECN,Boeing 777,BOS,0,2024-07-08 17:38:00.000
Seattle–Tacoma International Airport,98158,SEA,DLTA,246,#Q262KSO,Airbus A330,JFK,0,2024-07-08 17:42:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,UA,419,#G805QBQ,Airbus A380,BOS,0,2024-07-08 17:45:00.000
George Bush Intercontinental Airport,77032,IAH,AA,262,#M749HDW,Boeing 767,JFK,0,2024-07-08 17:48:00.000
Newark Liberty International Airport,07114,EWR,AA,144,#R241TCJ,Airbus A320neo,CLT,0,2024-07-08 17:48:00.000
Los Angeles International Airport,90045,LAX,AA,223,#S451BTL,Airbus A330,PHX,0,2024-07-08 17:51:00.000
John F. Kennedy International Airport,11430,JFK,AA,495,#Q053AIO,Airbus A380,CLT,0,2024-07-08 17:51:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,UA,115,#X993VVI,Airbus A320neo,CLT,0,2024-07-08 17:52:00.000
Phoenix Sky Harbor International Airport,85034,PHX,DLTA,223,#D789BZO,Airbus A350,EWR,0,2024-07-08 17:52:00.000
Miami International Airport,33126,MIA,DLTA,153,#X230KNR,Airbus A320neo,LAX,1,2024-07-08 17:54:00.000
San Francisco International Airport,94128,SFO,DLTA,409,#L862HIL,Airbus A380,CLT,0,2024-07-08 17:54:00.000
Logan International Airport,02128,BOS,DLTA,320,#X185JNP,Boeing 777,ATL,0,2024-07-08 17:55:00.000
O'Hare International Airport,60666,ORD,AA,209,#X381NZB,Airbus A350,DFW,0,2024-07-08 17:56:00.000
Denver International Airport,80249,DEN,DLTA,129,#A032PFJ,Boeing 737,PHX,0,2024-07-08 17:56:00.000
Harry Reid International Airport,89119,LAS,AA,300,#Y114BPC,Airbus A340,SFO,0,2024-07-08 17:57:00.000
Dallas/Fort Worth International Airport,75261,DFW,DLTA,102,#K739LRF,Airbus A320neo,MIA,0,2024-07-08 18:39:00.000
Harry Reid International Airport,89119,LAS,UA,401,#M105QLZ,Airbus A380,ORD,0,2024-07-08 18:40:00.000
Los Angeles International Airport,90045,LAX,UA,260,#Q535FKH,Airbus A350,IAH,0,2024-07-08 18:40:00.000
George Bush Intercontinental Airport,77032,IAH,UA,129,#F607FIQ,Boeing 737,MSP,0,2024-07-08 18:42:00.000
San Francisco International Airport,94128,SFO,AA,467,#X511PBR,Airbus A380,BOS,0,2024-07-08 18:43:00.000
Miami International Airport,33126,MIA,UA,247,#P597VMV,Airbus A350,MCO,0,2024-07-08 18:44:00.000
Denver International Airport,80249,DEN,UA,308,#V153QAC,Boeing 747,JFK,0,2024-07-08 18:45:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,AA,356,#V447CJH,Boeing 747,MIA,0,2024-07-08 18:46:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,AA,338,#R785RNU,Airbus A340,LAX,0,2024-07-08 18:47:00.000
Seattle–Tacoma International Airport,98158,SEA,DLTA,326,#Z053OJC,Boeing 747,LAS,0,2024-07-08 18:48:00.000
Newark Liberty International Airport,07114,EWR,DLTA,279,#X470VJF,Boeing 787 Dreamliner,JFK,0,2024-07-08 18:48:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,AA,117,#E508SMO,Boeing 737 MAX,LAX,0,2024-07-08 18:49:00.000
Phoenix Sky Harbor International Airport,85034,PHX,UA,321,#Y868OVQ,Boeing 777,CLT,0,2024-07-08 18:49:00.000
O'Hare International Airport,60666,ORD,DLTA,287,#V473BDM,Airbus A350,ATL,0,2024-07-08 18:53:00.000
Orlando International Airport,32827,MCO,AA,455,#P090LWJ,Airbus A380,LAX,0,2024-07-08 18:54:00.000
Logan International Airport,02128,BOS,AA,233,#Q624ICE,Airbus A330,FLL,0,2024-07-08 18:59:00.000
John F. Kennedy International Airport,11430,JFK,AA,335,#E628YZN,Airbus A380,DEN,0,2024-07-08 18:59:00.000
Charlotte Douglas International Airport,28208,CLT,UA,130,#I206CRQ,Airbus A320,EWR,0,2024-07-08 19:02:00.000
O'Hare International Airport,60666,ORD,DLTA,126,#O743VJQ,Boeing 737 MAX,MSP,0,2024-07-08 19:44:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,AA,117,#J514INE,Airbus A320neo,ORD,0,2024-07-08 19:45:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,DLTA,284,#R308QGO,Boeing 787 Dreamliner,MSP,0,2024-07-08 19:48:00.000
Charlotte Douglas International Airport,28208,CLT,UA,218,#Z997HDR,Boeing 767,BOS,0,2024-07-08 19:48:00.000
Orlando International Airport,32827,MCO,UA,208,#G676VKL,Boeing 787 Dreamliner,DEN,0,2024-07-08 19:49:00.000
George Bush Intercontinental Airport,77032,IAH,AA,179,#O093LZB,Airbus A330,PHX,0,2024-07-08 19:50:00.000
Dallas/Fort Worth International Airport,75261,DFW,UA,102,#Q775CTB,Boeing 737,ATL,0,2024-07-08 19:50:00.000
Phoenix Sky Harbor International Airport,85034,PHX,AA,133,#Z952JEK,Airbus A320,SEA,0,2024-07-08 19:50:00.000
Miami International Airport,33126,MIA,DLTA,292,#L876FRF,Boeing 777,DFW,0,2024-07-08 19:54:00.000
Denver International Airport,80249,DEN,DLTA,242,#D649KNQ,Airbus A350,ORD,0,2024-07-08 19:54:00.000
San Francisco International Airport,94128,SFO,UA,265,#M193KFJ,Airbus A340,EWR,0,2024-07-08 19:55:00.000
Newark Liberty International Airport,07114,EWR,AA,331,#E534AFM,Airbus A340,ORD,0,2024-07-08 19:57:00.000
John F. Kennedy International Airport,11430,JFK,AA,150,#G525TOY,Boeing 737 MAX,LAX,0,2024-07-08 19:57:00.000
Seattle–Tacoma International Airport,98158,SEA,DLTA,190,#R567ACC,Airbus A330,LAX,0,2024-07-08 19:58:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,UA,224,#G737POE,Airbus A330,IAH,0,2024-07-08 20:00:00.000
Logan International Airport,02128,BOS,AA,394,#H953KXE,Airbus A380,MCO,0,2024-07-08 20:00:00.000
Los Angeles International Airport,90045,LAX,UA,136,#H064KUX,Boeing 737,DEN,0,2024-07-08 20:02:00.000
Harry Reid International Airport,89119,LAS,DLTA,99,#A853KFB,Boeing 737,IAH,0,2024-07-08 20:02:00.000
Charlotte Douglas International Airport,28208,CLT,UA,268,#R113RUP,Boeing 777,FLL,0,2024-07-08 20:46:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,AA,452,#D251GGI,Airbus A380,EWR,0,2024-07-08 20:46:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,DLTA,144,#Z841VWT,Airbus A320neo,ATL,0,2024-07-08 20:47:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,DLTA,431,#G566BZJ,Airbus A380,SEA,0,2024-07-08 20:48:00.000
San Francisco International Airport,94128,SFO,UA,128,#K417QEQ,Airbus A320,MSP,0,2024-07-08 20:50:00.000
Seattle–Tacoma International Airport,98158,SEA,AA,206,#Z894MMS,Airbus A330,DFW,0,2024-07-08 20:52:00.000
Dallas/Fort Worth International Airport,75261,DFW,DLTA,226,#N982VEA,Boeing 787 Dreamliner,SEA,0,2024-07-08 20:54:00.000
Los Angeles International Airport,90045,LAX,DLTA,126,#Q160VPK,Airbus A320neo,FLL,0,2024-07-08 20:57:00.000
Newark Liberty International Airport,07114,EWR,AA,125,#M844XJL,Airbus A320neo,LAX,0,2024-07-08 20:57:00.000
Miami International Airport,33126,MIA,UA,224,#O076ORY,Airbus A330,PHX,1,2024-07-08 20:58:00.000
Denver International Airport,80249,DEN,UA,148,#F426SBO,Airbus A320neo,EWR,0,2024-07-08 21:02:00.000
Phoenix Sky Harbor International Airport,85034,PHX,DLTA,198,#V239JAM,Airbus A330,JFK,0,2024-07-08 21:03:00.000
O'Hare International Airport,60666,ORD,UA,113,#G851VPE,Boeing 737 MAX,SEA,0,2024-07-08 21:07:00.000
George Bush Intercontinental Airport,77032,IAH,UA,121,#Q739ONC,Airbus A320neo,DFW,0,2024-07-08 21:09:00.000
Harry Reid International Airport,89119,LAS,AA,99,#M480CKF,Boeing 737,MCO,0,2024-07-08 21:10:00.000
John F. Kennedy International Airport,11430,JFK,DLTA,409,#Z606SJU,Airbus A380,ORD,0,2024-07-08 21:10:00.000
Logan International Airport,02128,BOS,AA,370,#D156EBQ,Airbus A380,EWR,0,2024-07-08 21:11:00.000
Orlando International Airport,32827,MCO,UA,224,#K486VYW,Boeing 777,EWR,0,2024-07-08 21:11:00.000
San Francisco International Airport,94128,SFO,AA,120,#U130YVU,Boeing 737,MIA,0,2024-07-08 21:50:00.000
Miami International Airport,33126,MIA,DLTA,280,#K265KLF,Airbus A350,FLL,0,2024-07-08 21:52:00.000
Phoenix Sky Harbor International Airport,85034,PHX,DLTA,245,#H057VNV,Boeing 777,MCO,0,2024-07-08 21:52:00.000
Newark Liberty International Airport,07114,EWR,DLTA,240,#Q944QLX,Boeing 787 Dreamliner,ATL,0,2024-07-08 21:53:00.000
Los Angeles International Airport,90045,LAX,AA,364,#L209NKC,Airbus A380,MIA,0,2024-07-08 21:54:00.000
Orlando International Airport,32827,MCO,DLTA,102,#G587HED,Boeing 737,FLL,0,2024-07-08 21:56:00.000
Denver International Airport,80249,DEN,UA,172,#L064YYX,Airbus A330,CLT,0,2024-07-08 21:56:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,AA,198,#C933IMT,Airbus A330,LAX,0,2024-07-08 21:59:00.000
Charlotte Douglas International Airport,28208,CLT,AA,221,#U210FSG,Airbus A350,PHX,0,2024-07-08 22:01:00.000
O'Hare International Airport,60666,ORD,AA,228,#Q846VTC,Boeing 787 Dreamliner,JFK,0,2024-07-08 22:02:00.000
Seattle–Tacoma International Airport,98158,SEA,DLTA,317,#Y304LCZ,Airbus A340,CLT,0,2024-07-08 22:07:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,UA,225,#Z768NZR,Boeing 787 Dreamliner,MCO,0,2024-07-08 22:07:00.000
Dallas/Fort Worth International Airport,75261,DFW,DLTA,119,#O950KTE,Boeing 737,EWR,0,2024-07-08 22:07:00.000
John F. Kennedy International Airport,11430,JFK,DLTA,213,#H417ICF,Boeing 787 Dreamliner,FLL,0,2024-07-08 22:07:00.000
George Bush Intercontinental Airport,77032,IAH,AA,271,#R650DXB,Airbus A340,EWR,0,2024-07-08 22:07:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,UA,97,#I711QTH,Boeing 737,PHX,0,2024-07-08 22:09:00.000
Harry Reid International Airport,89119,LAS,DLTA,170,#H182AOS,Airbus A330,ATL,0,2024-07-08 22:11:00.000
Logan International Airport,02128,BOS,AA,150,#A083ZQD,Boeing 737 MAX,SEA,0,2024-07-08 22:14:00.000
George Bush Intercontinental Airport,77032,IAH,DLTA,247,#F100HOX,Boeing 777,DFW,0,2024-07-09 05:50:00.000
Logan International Airport,02128,BOS,DLTA,98,#J116QKX,Airbus A320,LAX,0,2024-07-09 05:50:00.000
O'Hare International Airport,60666,ORD,DLTA,263,#S195ECP,Airbus A340,SEA,0,2024-07-09 05:52:00.000
Harry Reid International Airport,89119,LAS,DLTA,232,#S841BKJ,Boeing 767,MSP,0,2024-07-09 05:54:00.000
Dallas/Fort Worth International Airport,75261,DFW,UA,113,#I993CPL,Boeing 737,CLT,0,2024-07-09 05:58:00.000
San Francisco International Airport,94128,SFO,AA,116,#Y058IEG,Boeing 737 MAX,EWR,0,2024-07-09 05:58:00.000
John F. Kennedy International Airport,11430,JFK,UA,128,#G557TDD,Boeing 737,SEA,0,2024-07-09 05:58:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,AA,153,#U286CTX,Boeing 737 MAX,ORD,0,2024-07-09 05:58:00.000
Denver International Airport,80249,DEN,AA,142,#X716ATD,Airbus A320neo,EWR,0,2024-07-09 06:00:00.000
Miami International Airport,33126,MIA,AA,111,#P808QXG,Boeing 737 MAX,SEA,0,2024-07-09 06:00:00.000
Los Angeles International Airport,90045,LAX,UA,289,#Q293CLM,Airbus A350,JFK,0,2024-07-09 06:02:00.000
Charlotte Douglas International Airport,28208,CLT,UA,249,#J033NFA,Airbus A340,PHX,0,2024-07-09 06:02:00.000
Phoenix Sky Harbor International Airport,85034,PHX,AA,212,#E984STR,Boeing 787 Dreamliner,MSP,0,2024-07-09 06:04:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,DLTA,407,#F759GWI,Airbus A380,MCO,0,2024-07-09 06:07:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,DLTA,232,#I573FUB,Boeing 787 Dreamliner,MCO,0,2024-07-09 06:07:00.000
Orlando International Airport,32827,MCO,UA,242,#T746LKB,Airbus A350,SFO,0,2024-07-09 06:10:00.000
Seattle–Tacoma International Airport,98158,SEA,AA,254,#E587RXN,Boeing 777,EWR,0,2024-07-09 06:14:00.000
Newark Liberty International Airport,07114,EWR,AA,240,#L651XQR,Airbus A340,BOS,0,2024-07-09 06:15:00.000
George Bush Intercontinental Airport,77032,IAH,UA,255,#L024EBT,Boeing 777,MCO,0,2024-07-09 06:54:00.000
John F. Kennedy International Airport,11430,JFK,DLTA,243,#J220UPM,Boeing 777,DFW,0,2024-07-09 06:54:00.000
Dallas/Fort Worth International Airport,75261,DFW,DLTA,247,#I077OMB,Airbus A340,MCO,0,2024-07-09 06:56:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,AA,319,#U367ECH,Airbus A340,MCO,0,2024-07-09 06:56:00.000
O'Hare International Airport,60666,ORD,UA,160,#Y262PXS,Boeing 737 MAX,MCO,0,2024-07-09 06:56:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,UA,438,#A189HBE,Airbus A380,MSP,0,2024-07-09 07:02:00.000
Denver International Airport,80249,DEN,AA,293,#F667CAQ,Boeing 787 Dreamliner,LAS,1,2024-07-09 07:03:00.000
Phoenix Sky Harbor International Airport,85034,PHX,AA,101,#I364VTO,Airbus A320,IAH,0,2024-07-09 07:03:00.000
Orlando International Airport,32827,MCO,DLTA,92,#A672ZQT,Boeing 737,ORD,0,2024-07-09 07:05:00.000
Los Angeles International Airport,90045,LAX,DLTA,130,#D329EKC,Boeing 737 MAX,ORD,0,2024-07-09 07:09:00.000
San Francisco International Airport,94128,SFO,AA,276,#A055TTD,Boeing 747,DFW,0,2024-07-09 07:09:00.000
Miami International Airport,33126,MIA,AA,193,#T718JJG,Airbus A330,IAH,0,2024-07-09 07:11:00.000
Charlotte Douglas International Airport,28208,CLT,AA,190,#B705GHI,Boeing 767,DFW,0,2024-07-09 07:12:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,UA,221,#C437SXZ,Airbus A350,EWR,0,2024-07-09 07:15:00.000
Seattle–Tacoma International Airport,98158,SEA,UA,236,#I857EIB,Airbus A350,MCO,0,2024-07-09 07:15:00.000
Harry Reid International Airport,89119,LAS,UA,110,#I202NZD,Airbus A320neo,PHX,0,2024-07-09 07:18:00.000
Logan International Airport,02128,BOS,AA,226,#E653HSV,Airbus A330,EWR,0,2024-07-09 07:18:00.000
Newark Liberty International Airport,07114,EWR,UA,228,#H003OMI,Boeing 777,ATL,0,2024-07-09 07:19:00.000
Miami International Airport,33126,MIA,AA,245,#Z964WQR,Boeing 787 Dreamliner,DEN,0,2024-07-09 07:59:00.000
Dallas/Fort Worth International Airport,75261,DFW,AA,97,#N227IUJ,Boeing 737,SFO,0,2024-07-09 08:00:00.000
Logan International Airport,02128,BOS,AA,109,#P504QZD,Airbus A320neo,DFW,0,2024-07-09 08:01:00.000
Seattle–Tacoma International Airport,98158,SEA,DLTA,97,#M276TQO,Boeing 737,PHX,0,2024-07-09 08:01:00.000
Orlando International Airport,32827,MCO,AA,101,#D642HQE,Airbus A320neo,MSP,0,2024-07-09 08:02:00.000
John F. Kennedy International Airport,11430,JFK,DLTA,247,#E956OVJ,Boeing 777,MCO,0,2024-07-09 08:03:00.000
Charlotte Douglas International Airport,28208,CLT,UA,216,#M172BDM,Boeing 787 Dreamliner,BOS,0,2024-07-09 08:06:00.000
San Francisco International Airport,94128,SFO,DLTA,290,#F052XTT,Boeing 777,FLL,0,2024-07-09 08:07:00.000
George Bush Intercontinental Airport,77032,IAH,DLTA,107,#L737CVC,Airbus A320neo,LAX,0,2024-07-09 08:08:00.000
O'Hare International Airport,60666,ORD,UA,299,#N051EQR,Boeing 777,FLL,0,2024-07-09 08:10:00.000
Harry Reid International Airport,89119,LAS,UA,161,#A502RJJ,Boeing 737 MAX,DFW,0,2024-07-09 08:12:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,AA,227,#K946ZBS,Boeing 787 Dreamliner,SEA,0,2024-07-09 08:13:00.000
Los Angeles International Airport,90045,LAX,UA,138,#E857WJV,Boeing 737 MAX,SEA,0,2024-07-09 08:15:00.000
Denver International Airport,80249,DEN,UA,473,#X179UMY,Airbus A380,MIA,0,2024-07-09 08:15:00.000
Phoenix Sky Harbor International Airport,85034,PHX,DLTA,118,#Q892DMD,Airbus A320,FLL,0,2024-07-09 08:16:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,AA,130,#R137GPD,Airbus A320neo,IAH,0,2024-07-09 08:18:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,UA,313,#J119CHW,Boeing 747,LAX,0,2024-07-09 08:19:00.000
Newark Liberty International Airport,07114,EWR,DLTA,140,#F514DJI,Airbus A320neo,SEA,0,2024-07-09 08:20:00.000
O'Hare International Airport,60666,ORD,AA,126,#A543NKS,Boeing 737,PHX,0,2024-07-09 09:02:00.000
Seattle–Tacoma International Airport,98158,SEA,DLTA,205,#B392WRE,Boeing 787 Dreamliner,ATL,0,2024-07-09 09:04:00.000
Denver International Airport,80249,DEN,UA,211,#I247NDI,Boeing 767,LAX,0,2024-07-09 09:04:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,AA,97,#G975IJO,Boeing 737,LAX,0,2024-07-09 09:05:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,DLTA,123,#K362MMH,Boeing 737 MAX,LAX,0,2024-07-09 09:06:00.000
Miami International Airport,33126,MIA,DLTA,251,#N758PAJ,Airbus A340,ORD,0,2024-07-09 09:09:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,UA,120,#B299NTL,Boeing 737,LAS,0,2024-07-09 09:11:00.000
Orlando International Airport,32827,MCO,UA,113,#P370XYT,Airbus A320,FLL,0,2024-07-09 09:11:00.000
Logan International Airport,02128,BOS,DLTA,233,#P541TIG,Boeing 767,SEA,0,2024-07-09 09:12:00.000
George Bush Intercontinental Airport,77032,IAH,UA,267,#A534VVG,Airbus A340,FLL,0,2024-07-09 09:13:00.000
John F. Kennedy International Airport,11430,JFK,AA,133,#J945NRS,Airbus A320,ORD,0,2024-07-09 09:14:00.000
Los Angeles International Airport,90045,LAX,DLTA,190,#V645RAK,Airbus A330,IAH,0,2024-07-09 09:16:00.000
Newark Liberty International Airport,07114,EWR,UA,154,#Y175JCV,Boeing 737 MAX,DEN,0,2024-07-09 09:17:00.000
Dallas/Fort Worth International Airport,75261,DFW,AA,303,#X350ZLI,Airbus A340,BOS,0,2024-07-09 09:17:00.000
San Francisco International Airport,94128,SFO,UA,288,#Y925KSU,Boeing 747,PHX,0,2024-07-09 09:19:00.000
Phoenix Sky Harbor International Airport,85034,PHX,UA,235,#C681HTM,Boeing 787 Dreamliner,SEA,0,2024-07-09 09:19:00.000
Charlotte Douglas International Airport,28208,CLT,DLTA,116,#S039ZHB,Airbus A320neo,MSP,0,2024-07-09 09:20:00.000
Harry Reid International Airport,89119,LAS,AA,379,#D020ZRZ,Airbus A380,IAH,0,2024-07-09 09:27:00.000
Seattle–Tacoma International Airport,98158,SEA,DLTA,98,#D133SSK,Boeing 737,DEN,0,2024-07-09 10:06:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,AA,315,#X554GZI,Boeing 777,MSP,0,2024-07-09 10:06:00.000
George Bush Intercontinental Airport,77032,IAH,UA,307,#U394HFE,Boeing 747,CLT,0,2024-07-09 10:11:00.000
John F. Kennedy International Airport,11430,JFK,DLTA,158,#M089LZG,Boeing 737 MAX,CLT,1,2024-07-09 10:12:00.000
Newark Liberty International Airport,07114,EWR,DLTA,96,#X878RCY,Airbus A320,SFO,0,2024-07-09 10:12:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,UA,133,#M376WBS,Boeing 737 MAX,MIA,0,2024-07-09 10:14:00.000
Logan International Airport,02128,BOS,AA,343,#O786OXN,Boeing 747,FLL,0,2024-07-09 10:15:00.000
Miami International Airport,33126,MIA,UA,145,#G341IXQ,Airbus A320neo,JFK,0,2024-07-09 10:19:00.000
Dallas/Fort Worth International Airport,75261,DFW,UA,135,#Y984AHI,Airbus A320neo,EWR,0,2024-07-09 10:20:00.000
O'Hare International Airport,60666,ORD,UA,289,#L451QJE,Boeing 777,LAX,0,2024-07-09 10:20:00.000
Harry Reid International Airport,89119,LAS,AA,284,#I161CNY,Airbus A350,MCO,0,2024-07-09 10:21:00.000
Denver International Airport,80249,DEN,AA,341,#R330TKR,Boeing 747,BOS,0,2024-07-09 10:21:00.000
Orlando International Airport,32827,MCO,UA,292,#M445LVR,Boeing 787 Dreamliner,LAS,0,2024-07-09 10:24:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,UA,234,#Y864IFI,Airbus A350,DEN,0,2024-07-09 10:25:00.000
San Francisco International Airport,94128,SFO,AA,362,#P968LBC,Airbus A380,LAS,0,2024-07-09 10:27:00.000
Phoenix Sky Harbor International Airport,85034,PHX,DLTA,121,#I835QDO,Boeing 737,ATL,0,2024-07-09 10:29:00.000
Los Angeles International Airport,90045,LAX,AA,288,#M730BBC,Boeing 777,LAS,0,2024-07-09 10:30:00.000
Charlotte Douglas International Airport,28208,CLT,AA,127,#B885RHT,Boeing 737,MCO,0,2024-07-09 10:31:00.000
Newark Liberty International Airport,07114,EWR,UA,164,#R392PUX,Boeing 737 MAX,MSP,0,2024-07-09 11:11:00.000
George Bush Intercontinental Airport,77032,IAH,AA,105,#E767CXZ,Airbus A320neo,SEA,0,2024-07-09 11:12:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,AA,263,#B817LPK,Boeing 787 Dreamliner,FLL,0,2024-07-09 11:13:00.000
